customer_id,channel,acquisition_date,cac,active_months
1951,google,2023-02-27,755.84,1
1952,organic,2023-06-21,183.32,9
1953,referral,2023-02-13,414.49,2
1954,referral,2023-05-10,395.73,12
1955,referral,2023-01-04,411.88,7
1956,organic,2023-03-30,243.74,7
1957,organic,2023-05-10,246.41,12
1958,coupon_site,2023-03-09,297.62,1
1959,google,2023-05-23,1055.45,11
1960,instagram,2023-06-22,1428.97,12
1961,google,2023-05-17,763.97,1
1962,instagram,2023-02-09,958.29,4
1963,google,2023-02-21,872.32,2
1964,google,2023-04-22,928.19,1
1965,referral,2023-02-16,273.02,4
1966,organic,2023-04-03,146.7,1
1967,google,2023-03-17,791.94,3
1968,instagram,2023-05-20,1526.83,1
1969,google,2023-06-25,738.27,9
1970,google,2023-05-07,932.12,2
1971,coupon_site,2023-04-24,326.48,1
1972,instagram,2023-02-23,1354.87,6
1973,instagram,2023-01-16,1028.67,5
1974,google,2023-04-06,839.88,12
1975,organic,2023-06-08,218.33,4
1976,google,2023-06-24,1117.87,1
1977,referral,2023-01-02,402.74,6
1978,organic,2023-01-09,180.95,11
1979,google,2023-05-24,798.42,1
1980,coupon_site,2023-06-22,369.63,1
1981,coupon_site,2023-05-01,511.32,2
1982,google,2023-06-27,997.64,9
1983,organic,2023-03-01,171.34,1
1984,google,2023-01-19,1049.83,1
1985,google,2023-01-09,744.28,6
1986,coupon_site,2023-05-27,448.76,1
1987,google,2023-03-22,1099.96,6
1988,referral,2023-04-08,427.73,7
1989,google,2023-01-06,732.68,2
1990,instagram,2023-02-14,1526.32,6
1991,coupon_site,2023-01-11,354.13,4
1992,google,2023-04-09,717.3,8
1993,instagram,2023-01-18,1056.2,8
1994,google,2023-01-15,1001.59,6
1995,coupon_site,2023-05-27,491.48,1
1996,instagram,2023-05-27,1504.85,3
1997,referral,2023-05-01,268.59,1
1998,organic,2023-03-12,253.24,12
1999,organic,2023-05-30,170.18,2
2000,organic,2023-01-02,161.32,12
2001,coupon_site,2023-02-08,284.41,1
2002,referral,2023-05-24,359.32,1
2003,coupon_site,2023-03-31,300.61,3
2004,organic,2023-05-18,221.67,11
2005,organic,2023-02-07,155.69,2
2006,google,2023-05-10,1026.87,6
2007,organic,2023-04-05,242.74,12
2008,google,2023-05-07,1045.9,2
2009,google,2023-03-23,910.75,2
2010,coupon_site,2023-02-27,402.2,2
2011,referral,2023-06-20,323.74,2
2012,instagram,2023-05-22,1439.57,10
2013,instagram,2023-03-07,1476.48,8
2014,google,2023-05-06,915.85,1
2015,instagram,2023-03-02,1062.81,1
2016,referral,2023-02-10,333.3,2
2017,referral,2023-01-23,445.2,1
2018,google,2023-05-15,1011.69,12
2019,instagram,2023-01-24,1099.88,7
2020,organic,2023-06-05,150.41,12
2021,google,2023-06-11,635.59,2
2022,coupon_site,2023-03-05,332.77,2
2023,referral,2023-05-21,300.91,2
2024,google,2023-06-21,655.72,1
2025,google,2023-02-10,711.66,3
2026,coupon_site,2023-02-16,473.96,2
2027,google,2023-05-06,631.0,10
2028,coupon_site,2023-03-20,436.17,5
2029,google,2023-05-09,1099.7,8
2030,coupon_site,2023-05-16,393.71,1
2031,coupon_site,2023-03-03,464.92,8
2032,referral,2023-02-26,302.17,1
2033,instagram,2023-03-02,995.25,12
2034,instagram,2023-02-14,1180.02,2
2035,referral,2023-04-19,452.91,2
2036,instagram,2023-03-15,1014.81,8
2037,organic,2023-02-06,148.27,11
2038,instagram,2023-01-16,1502.55,1
2039,coupon_site,2023-04-16,384.39,12
2040,referral,2023-02-13,451.55,7
2041,instagram,2023-01-06,902.26,2
2042,google,2023-06-23,1015.9,1
2043,instagram,2023-02-27,1416.33,1
2044,instagram,2023-01-05,992.11,1
2045,instagram,2023-05-24,955.46,6
2046,referral,2023-04-09,404.95,1
2047,organic,2023-04-20,246.56,8
2048,coupon_site,2023-05-26,311.88,1
2049,organic,2023-06-25,161.17,6
2050,coupon_site,2023-03-28,415.63,1
2051,referral,2023-06-13,383.59,3
2052,referral,2023-03-16,404.14,1
2053,coupon_site,2023-05-31,375.32,1
2054,google,2023-03-29,760.69,1
2055,organic,2023-06-24,211.7,4
2056,coupon_site,2023-03-10,413.12,5
2057,google,2023-04-16,983.67,4
2058,organic,2023-02-03,217.28,3
2059,instagram,2023-06-28,1080.17,12
2060,google,2023-02-15,906.44,7
2061,coupon_site,2023-02-09,342.55,1
2062,google,2023-05-10,723.2,12
2063,google,2023-02-21,806.7,6
2064,referral,2023-01-02,323.52,7
2065,instagram,2023-01-01,1135.31,12
2066,google,2023-02-18,868.41,9
2067,coupon_site,2023-03-26,366.54,3
2068,google,2023-04-16,1102.16,4
2069,coupon_site,2023-04-17,489.0,7
2070,referral,2023-05-04,273.08,1
2071,google,2023-04-01,1050.36,1
2072,google,2023-01-20,1005.63,3
2073,referral,2023-03-31,435.88,2
2074,instagram,2023-03-19,1450.54,1
2075,referral,2023-06-22,291.48,7
2076,google,2023-01-19,823.18,12
2077,coupon_site,2023-01-04,475.18,4
2078,instagram,2023-06-21,1046.0,4
2079,google,2023-01-13,851.53,1
2080,referral,2023-06-06,450.78,4
2081,google,2023-05-22,708.46,1
2082,google,2023-03-03,1029.39,10
2083,referral,2023-04-09,340.2,4
2084,coupon_site,2023-01-23,451.1,6
2085,coupon_site,2023-06-03,373.25,3
2086,coupon_site,2023-06-03,327.24,1
2087,referral,2023-03-03,363.94,12
2088,instagram,2023-04-21,976.19,1
2089,instagram,2023-02-12,851.89,3
2090,google,2023-04-25,725.99,4
2091,google,2023-04-12,798.53,1
2092,organic,2023-03-13,242.42,5
2093,google,2023-06-13,818.39,12
2094,google,2023-04-11,958.48,7
2095,instagram,2023-03-19,1015.04,1
2096,instagram,2023-06-19,967.27,8
2097,referral,2023-04-16,348.79,6
2098,coupon_site,2023-05-23,464.23,1
2099,instagram,2023-04-12,1384.76,12
2100,organic,2023-02-27,236.72,10
2101,instagram,2023-05-30,856.22,1
2102,organic,2023-04-10,220.43,12
2103,coupon_site,2023-06-20,344.95,1
2104,organic,2023-01-05,240.44,12
2105,referral,2023-04-27,346.6,4
2106,coupon_site,2023-04-10,456.31,1
2107,google,2023-04-06,1063.87,1
2108,instagram,2023-05-10,1251.24,9
2109,referral,2023-06-29,271.52,12
2110,instagram,2023-05-29,1088.74,8
2111,referral,2023-05-10,373.15,12
2112,instagram,2023-05-03,1038.38,1
2113,organic,2023-06-23,199.87,4
2114,instagram,2023-02-02,1245.92,4
2115,google,2023-03-16,1118.64,10
2116,google,2023-01-31,850.46,1
2117,coupon_site,2023-05-03,491.71,3
2118,google,2023-02-02,855.21,1
2119,organic,2023-02-13,160.23,12
2120,coupon_site,2023-02-07,490.63,4
2121,instagram,2023-05-20,1389.79,5
2122,google,2023-03-13,727.52,9
2123,referral,2023-05-10,379.43,1
2124,google,2023-06-28,884.57,2
2125,instagram,2023-05-28,950.71,5
2126,organic,2023-03-27,169.36,6
2127,organic,2023-01-21,158.27,1
2128,organic,2023-05-21,246.78,10
2129,instagram,2023-04-29,1157.19,2
2130,organic,2023-05-03,150.95,2
2131,referral,2023-04-09,341.04,2
2132,referral,2023-05-01,304.4,2
2133,organic,2023-02-19,143.32,9
2134,organic,2023-02-06,162.28,12
2135,google,2023-06-09,777.41,4
2136,coupon_site,2023-02-03,408.31,6
2137,google,2023-03-15,699.76,8
2138,google,2023-05-29,969.96,2
2139,google,2023-04-06,1031.03,1
2140,coupon_site,2023-05-28,335.81,1
2141,google,2023-03-02,837.71,8
2142,instagram,2023-04-18,934.99,5
2143,google,2023-03-11,1168.83,1
2144,instagram,2023-06-25,1053.7,12
2145,organic,2023-04-13,145.72,8
2146,referral,2023-03-03,327.68,4
2147,instagram,2023-05-31,956.74,3
2148,google,2023-06-17,674.84,8
2149,instagram,2023-05-13,913.87,12
2150,organic,2023-05-25,240.92,7
2151,referral,2023-05-06,396.57,3
2152,referral,2023-03-21,426.44,4
2153,coupon_site,2023-06-15,282.82,1
2154,organic,2023-03-27,256.45,1
2155,google,2023-04-02,1084.85,4
2156,organic,2023-03-15,155.45,7
2157,instagram,2023-03-04,1426.47,1
2158,coupon_site,2023-04-21,381.1,1
2159,google,2023-01-07,730.51,1
2160,google,2023-03-17,1059.61,1
2161,referral,2023-05-02,261.19,1
2162,organic,2023-02-25,158.38,6
2163,organic,2023-05-22,197.13,2
2164,organic,2023-01-30,174.82,1
2165,google,2023-02-01,681.16,3
2166,google,2023-01-11,670.29,5
2167,referral,2023-01-05,349.08,1
2168,instagram,2023-02-07,925.18,2
2169,organic,2023-04-11,238.6,12
2170,instagram,2023-03-01,1526.9,11
2171,instagram,2023-06-22,1267.88,6
2172,instagram,2023-03-02,1473.1,11
2173,referral,2023-03-24,398.78,8
2174,instagram,2023-02-07,1172.77,11
2175,referral,2023-06-24,399.88,5
2176,organic,2023-06-04,187.03,4
2177,instagram,2023-05-29,1391.07,1
2178,coupon_site,2023-03-02,438.68,1
2179,instagram,2023-04-08,1533.22,1
2180,instagram,2023-04-07,1407.15,4
2181,referral,2023-03-14,419.25,3
2182,referral,2023-01-19,430.71,4
2183,instagram,2023-03-07,1498.52,1
2184,organic,2023-05-18,173.38,10
2185,coupon_site,2023-02-19,334.86,1
2186,instagram,2023-05-08,1089.38,5
2187,instagram,2023-03-09,888.8,1
2188,instagram,2023-05-24,1154.44,9
2189,google,2023-04-10,758.88,5
2190,coupon_site,2023-04-26,466.08,1
2191,google,2023-05-26,866.13,10
2192,instagram,2023-01-02,1502.47,11
2193,coupon_site,2023-05-17,341.24,1
2194,instagram,2023-06-08,1081.56,3
2195,instagram,2023-04-25,1435.01,12
2196,referral,2023-03-10,255.82,5
2197,organic,2023-05-22,158.94,8
2198,instagram,2023-06-02,926.84,4
2199,coupon_site,2023-06-12,318.48,2
2200,instagram,2023-04-07,1352.61,6
2201,coupon_site,2023-05-18,328.24,1
2202,referral,2023-04-14,344.08,5
2203,instagram,2023-02-17,1265.22,1
2204,instagram,2023-01-30,1018.24,1
2205,google,2023-01-29,767.05,1
2206,google,2023-04-12,921.33,12
2207,coupon_site,2023-05-14,290.29,1
2208,google,2023-01-01,788.18,1
2209,referral,2023-03-02,297.72,4
2210,organic,2023-06-07,143.65,1
2211,coupon_site,2023-01-04,342.6,2
2212,referral,2023-06-08,414.59,5
2213,instagram,2023-01-18,1500.52,9
2214,instagram,2023-06-28,1449.37,12
2215,coupon_site,2023-05-18,386.33,6
2216,google,2023-01-25,762.03,1
2217,instagram,2023-02-10,1509.81,1
2218,organic,2023-06-26,254.81,10
2219,instagram,2023-04-28,1435.64,6
2220,organic,2023-02-08,165.58,7
2221,google,2023-05-26,865.59,4
2222,instagram,2023-01-14,1026.82,3
2223,organic,2023-05-03,224.79,4
2224,instagram,2023-06-14,1197.38,12
2225,google,2023-03-29,932.3,2
2226,instagram,2023-06-11,1254.96,4
2227,instagram,2023-01-04,1388.09,12
2228,instagram,2023-03-10,1270.26,8
2229,coupon_site,2023-05-13,428.97,6
2230,organic,2023-05-13,259.13,1
2231,instagram,2023-03-23,1237.8,10
2232,instagram,2023-02-13,1457.8,6
2233,organic,2023-03-31,187.47,1
2234,instagram,2023-05-31,939.6,1
2235,coupon_site,2023-04-30,401.62,1
2236,coupon_site,2023-02-16,465.79,1
2237,referral,2023-02-18,326.04,3
2238,referral,2023-05-23,341.05,2
2239,instagram,2023-05-28,1175.23,12
2240,coupon_site,2023-04-16,405.69,1
2241,referral,2023-06-01,276.91,3
2242,instagram,2023-01-06,1246.74,12
2243,google,2023-06-22,1058.21,2
2244,organic,2023-02-25,200.7,4
2245,instagram,2023-04-11,1172.01,1
2246,google,2023-02-07,1074.27,2
2247,google,2023-06-01,655.67,3
2248,coupon_site,2023-04-29,385.29,1
2249,instagram,2023-06-15,1233.25,4
2250,instagram,2023-02-15,1060.3,10
2251,google,2023-04-04,750.9,3
2252,instagram,2023-06-12,1016.18,8
2253,instagram,2023-05-07,1315.84,12
2254,coupon_site,2023-01-14,403.46,3
2255,instagram,2023-04-19,1528.65,6
2256,referral,2023-02-20,250.56,1
2257,instagram,2023-05-04,1050.47,4
2258,referral,2023-01-06,398.61,8
2259,coupon_site,2023-01-13,325.57,3
2260,google,2023-04-07,718.68,8
2261,referral,2023-03-19,320.78,5
2262,organic,2023-05-23,162.72,11
2263,google,2023-04-30,732.28,4
2264,instagram,2023-01-06,1359.4,12
2265,coupon_site,2023-04-27,414.24,3
2266,organic,2023-01-05,149.78,12
2267,referral,2023-05-17,263.3,1
2268,google,2023-01-17,639.77,1
2269,coupon_site,2023-04-01,428.07,1
2270,google,2023-03-19,874.28,2
2271,google,2023-04-04,644.24,9
2272,google,2023-03-05,715.42,10
2273,google,2023-05-20,972.4,4
2274,coupon_site,2023-01-07,434.6,1
2275,coupon_site,2023-01-14,341.47,1
2276,referral,2023-05-09,264.27,12
2277,instagram,2023-06-12,1073.29,12
2278,referral,2023-04-05,312.18,2
2279,coupon_site,2023-05-17,282.89,1
2280,google,2023-05-04,852.08,2
2281,coupon_site,2023-04-23,385.26,1
2282,google,2023-06-12,670.47,12
2283,coupon_site,2023-03-23,347.96,1
2284,referral,2023-03-19,431.38,6
2285,coupon_site,2023-05-02,456.01,1
2286,coupon_site,2023-02-08,307.76,3
2287,organic,2023-03-18,147.47,12
2288,referral,2023-01-28,413.48,4
2289,instagram,2023-06-15,1473.7,6
2290,referral,2023-06-25,246.35,12
2291,organic,2023-02-06,241.95,9
2292,instagram,2023-03-18,1408.6,1
2293,coupon_site,2023-04-01,335.57,1
2294,organic,2023-05-20,198.9,8
2295,google,2023-04-27,973.52,12
2296,coupon_site,2023-02-08,375.9,1
2297,google,2023-05-27,978.34,1
2298,google,2023-04-23,1136.01,1
2299,instagram,2023-01-19,845.66,9
2300,organic,2023-04-15,202.6,12
2301,coupon_site,2023-02-19,413.89,2
2302,google,2023-05-13,644.52,1
2303,google,2023-03-15,991.04,1
2304,google,2023-06-27,1091.83,1
2305,coupon_site,2023-01-20,300.31,2
2306,google,2023-06-23,649.59,1
2307,coupon_site,2023-01-30,389.6,1
2308,referral,2023-04-01,281.28,7
2309,organic,2023-05-29,171.47,6
2310,organic,2023-06-27,221.18,12
2311,referral,2023-01-03,358.33,12
2312,referral,2023-04-23,258.67,1
2313,organic,2023-01-22,238.64,2
2314,referral,2023-05-04,354.97,1
2315,google,2023-06-25,1084.83,1
2316,organic,2023-05-25,178.73,1
2317,instagram,2023-05-25,1097.46,11
2318,coupon_site,2023-03-02,403.94,1
2319,google,2023-05-17,1016.95,6
2320,coupon_site,2023-01-21,350.52,1
2321,coupon_site,2023-02-21,334.38,2
2322,coupon_site,2023-01-08,492.75,1
2323,organic,2023-06-20,141.94,3
2324,google,2023-03-18,1054.41,4
2325,google,2023-06-26,998.02,1
2326,google,2023-04-30,1063.2,1
2327,coupon_site,2023-05-24,511.83,4
2328,coupon_site,2023-02-04,506.7,1
2329,referral,2023-02-24,406.23,1
2330,google,2023-01-16,763.02,1
2331,instagram,2023-03-12,1019.99,8
2332,google,2023-05-02,1145.37,2
2333,coupon_site,2023-01-25,477.61,1
2334,instagram,2023-04-09,1436.44,1
2335,coupon_site,2023-01-26,448.54,1
2336,referral,2023-01-01,376.15,12
2337,google,2023-04-23,1102.21,1
2338,referral,2023-05-28,366.32,1
2339,referral,2023-01-29,358.66,11
2340,google,2023-06-29,1160.34,12
2341,organic,2023-02-20,140.56,12
2342,instagram,2023-02-11,1552.75,10
2343,organic,2023-02-01,208.75,12
2344,instagram,2023-04-22,902.1,8
2345,coupon_site,2023-05-17,444.71,1
2346,instagram,2023-05-03,1523.4,12
2347,organic,2023-04-07,219.6,2
2348,google,2023-01-25,855.69,12
2349,coupon_site,2023-01-25,365.7,1
2350,organic,2023-04-04,150.74,12
2351,instagram,2023-03-17,874.22,2
2352,coupon_site,2023-04-16,374.85,1
2353,coupon_site,2023-06-04,406.31,1
2354,instagram,2023-03-31,887.57,12
2355,organic,2023-01-29,258.34,4
2356,referral,2023-06-21,254.7,4
2357,instagram,2023-04-02,963.75,5
2358,instagram,2023-06-09,1054.76,7
2359,referral,2023-05-09,300.34,1
2360,referral,2023-03-02,361.13,2
2361,organic,2023-04-17,160.64,3
2362,coupon_site,2023-04-12,362.6,4
2363,referral,2023-05-22,423.96,1
2364,instagram,2023-02-13,1060.29,12
2365,instagram,2023-05-05,1266.34,12
2366,google,2023-03-09,987.94,2
2367,google,2023-01-12,707.83,9
2368,referral,2023-01-26,297.61,3
2369,instagram,2023-01-10,953.88,1
2370,instagram,2023-06-22,1303.17,8
2371,coupon_site,2023-01-20,445.94,3
2372,google,2023-01-10,998.85,2
2373,google,2023-01-28,1119.63,1
2374,organic,2023-03-08,152.77,3
2375,instagram,2023-03-23,1418.75,1
2376,coupon_site,2023-06-15,286.75,1
2377,referral,2023-04-29,342.79,12
2378,coupon_site,2023-04-20,336.42,1
2379,referral,2023-04-29,355.92,4
2380,instagram,2023-05-06,1194.75,5
2381,google,2023-04-11,825.11,12
2382,google,2023-01-30,1143.12,2
2383,instagram,2023-04-14,971.01,3
2384,referral,2023-04-07,345.75,7
2385,instagram,2023-03-26,1107.96,12
2386,organic,2023-06-02,186.78,12
2387,organic,2023-01-16,223.28,12
2388,google,2023-05-17,1068.21,10
2389,referral,2023-05-06,349.39,12
2390,organic,2023-05-31,220.22,11
2391,instagram,2023-06-11,1352.48,1
2392,google,2023-06-21,1145.92,1
2393,referral,2023-02-03,341.18,1
2394,referral,2023-06-11,250.53,9
2395,organic,2023-06-11,177.54,12
2396,google,2023-05-30,792.04,5
2397,coupon_site,2023-06-15,378.22,1
2398,organic,2023-04-05,221.4,12
2399,referral,2023-02-05,423.73,6
2400,referral,2023-01-21,442.4,12
2401,organic,2023-04-22,231.81,9
2402,referral,2023-03-24,320.83,12
2403,coupon_site,2023-06-26,491.48,1
2404,instagram,2023-03-17,1119.64,2
2405,organic,2023-01-17,228.95,4
2406,instagram,2023-03-14,991.69,3
2407,instagram,2023-06-04,878.26,1
2408,referral,2023-02-19,404.95,1
2409,referral,2023-02-16,392.34,9
2410,google,2023-01-27,1152.78,12
2411,organic,2023-06-15,230.74,12
2412,referral,2023-03-28,284.12,1
2413,organic,2023-04-10,192.26,9
2414,instagram,2023-01-03,1040.82,4
2415,coupon_site,2023-02-23,369.43,2
2416,google,2023-05-27,648.08,3
2417,instagram,2023-05-20,1342.91,2
2418,instagram,2023-03-27,1242.57,1
2419,organic,2023-06-29,177.63,6
2420,instagram,2023-02-22,956.1,1
2421,coupon_site,2023-04-02,331.94,1
2422,google,2023-01-28,1126.09,3
2423,coupon_site,2023-03-12,441.1,1
2424,organic,2023-06-19,143.17,2
2425,organic,2023-01-09,173.08,2
2426,google,2023-03-30,727.28,4
2427,organic,2023-06-04,219.91,2
2428,instagram,2023-06-04,1040.93,1
2429,google,2023-03-07,975.47,12
2430,coupon_site,2023-01-15,454.73,1
2431,coupon_site,2023-01-08,479.86,1
2432,organic,2023-04-19,211.59,5
2433,google,2023-01-03,739.38,1
2434,coupon_site,2023-02-21,311.12,1
2435,organic,2023-06-27,230.32,12
2436,google,2023-02-05,1102.39,3
2437,google,2023-03-21,951.73,12
2438,google,2023-04-18,1027.89,1
2439,google,2023-02-26,820.4,1
2440,organic,2023-06-09,200.25,7
2441,organic,2023-01-01,190.58,6
2442,google,2023-02-10,655.02,3
2443,instagram,2023-05-20,1399.7,1
2444,coupon_site,2023-06-19,320.23,3
2445,google,2023-05-13,650.68,6
2446,referral,2023-04-09,380.23,1
2447,google,2023-06-27,782.38,5
2448,google,2023-04-11,917.64,2
2449,google,2023-03-11,1092.07,4
2450,instagram,2023-05-03,1286.06,3
2451,instagram,2023-06-16,1050.25,2
2452,instagram,2023-02-17,1258.01,3
2453,instagram,2023-03-14,1284.01,9
2454,organic,2023-03-11,142.44,12
2455,coupon_site,2023-05-20,362.58,8
2456,google,2023-05-11,710.82,12
2457,instagram,2023-04-01,1464.27,12
2458,coupon_site,2023-05-31,393.46,1
2459,coupon_site,2023-05-30,313.51,4
2460,organic,2023-03-10,178.94,5
2461,referral,2023-05-18,267.21,12
2462,google,2023-05-20,1089.99,12
2463,instagram,2023-04-04,960.94,12
2464,google,2023-06-13,752.39,1
2465,coupon_site,2023-02-15,464.13,1
2466,organic,2023-06-18,207.56,1
2467,google,2023-02-05,856.75,4
2468,instagram,2023-01-16,1453.96,12
2469,google,2023-06-27,1001.95,3
2470,referral,2023-04-28,360.82,1
2471,google,2023-02-25,728.2,1
2472,instagram,2023-05-16,1050.49,12
2473,coupon_site,2023-02-06,409.24,1
2474,coupon_site,2023-02-10,354.8,1
2475,google,2023-04-23,815.27,4
2476,google,2023-04-29,931.91,2
2477,instagram,2023-03-27,1375.51,1
2478,coupon_site,2023-03-16,372.66,1
2479,referral,2023-04-07,328.27,12
2480,coupon_site,2023-01-08,306.19,1
2481,coupon_site,2023-04-19,388.56,1
2482,coupon_site,2023-05-18,366.72,1
2483,instagram,2023-06-27,1242.94,2
2484,instagram,2023-05-29,1513.56,12
2485,coupon_site,2023-03-19,426.36,2
2486,google,2023-01-23,1145.9,9
2487,organic,2023-03-13,182.19,12
2488,coupon_site,2023-04-04,300.56,1
2489,coupon_site,2023-02-09,372.75,1
2490,instagram,2023-02-06,1238.77,1
2491,google,2023-05-28,1108.54,1
2492,google,2023-05-20,1083.81,3
2493,referral,2023-03-26,292.62,12
2494,coupon_site,2023-01-07,395.71,1
2495,organic,2023-01-21,156.16,1
2496,coupon_site,2023-02-21,443.19,1
2497,google,2023-02-24,659.8,3
2498,google,2023-01-13,722.61,1
2499,google,2023-04-21,810.35,7
2500,coupon_site,2023-06-02,283.51,1
2501,referral,2023-06-07,328.14,4
2502,instagram,2023-01-02,871.43,1
2503,instagram,2023-05-12,1033.96,5
2504,organic,2023-04-14,211.43,1
2505,instagram,2023-06-24,1159.73,12
2506,coupon_site,2023-01-10,391.8,1
2507,google,2023-02-04,1089.25,1
2508,google,2023-05-08,1158.22,12
2509,google,2023-06-20,856.3,6
2510,referral,2023-04-23,319.58,5
2511,coupon_site,2023-04-24,333.96,1
2512,referral,2023-04-10,305.5,3
2513,instagram,2023-01-24,1247.5,2
2514,organic,2023-04-24,255.77,5
2515,coupon_site,2023-03-30,454.8,1
2516,referral,2023-02-08,432.28,4
2517,google,2023-02-03,1070.91,12
2518,coupon_site,2023-03-26,470.72,1
2519,google,2023-05-14,931.86,1
2520,google,2023-06-27,740.14,4
2521,organic,2023-05-24,191.08,11
2522,coupon_site,2023-03-10,321.29,1
2523,google,2023-03-27,794.75,3
2524,referral,2023-04-16,314.92,2
2525,google,2023-05-26,1016.57,2
2526,referral,2023-05-05,352.9,8
2527,referral,2023-03-18,269.91,7
2528,coupon_site,2023-06-16,302.02,6
2529,google,2023-04-05,1135.54,1
2530,coupon_site,2023-05-27,286.08,2
2531,referral,2023-01-28,337.26,12
2532,organic,2023-05-29,219.58,9
2533,instagram,2023-01-15,1221.06,1
2534,referral,2023-05-20,291.39,2
2535,referral,2023-05-27,395.55,7
2536,google,2023-06-22,764.19,1
2537,google,2023-02-14,965.08,1
2538,instagram,2023-05-18,1086.72,12
2539,organic,2023-01-31,150.62,12
2540,google,2023-06-06,918.49,1
2541,instagram,2023-02-11,1496.86,9
2542,referral,2023-02-15,322.84,8
2543,google,2023-03-04,683.28,1
2544,instagram,2023-06-13,1256.01,1
2545,coupon_site,2023-03-12,331.92,7
2546,google,2023-02-04,799.44,7
2547,google,2023-04-06,853.25,8
2548,coupon_site,2023-05-07,412.6,1
2549,coupon_site,2023-03-26,440.66,1
2550,google,2023-02-14,686.51,4
2551,referral,2023-02-13,443.38,3
2552,coupon_site,2023-01-08,339.82,1
2553,organic,2023-04-22,243.27,6
2554,referral,2023-02-24,361.75,12
2555,instagram,2023-06-24,1230.07,12
2556,instagram,2023-03-27,1356.99,8
2557,referral,2023-05-22,403.06,12
2558,referral,2023-06-13,391.04,12
2559,instagram,2023-04-10,1361.24,12
2560,organic,2023-01-19,206.81,7
2561,google,2023-04-08,1137.56,1
2562,google,2023-01-05,682.55,1
2563,coupon_site,2023-03-17,518.56,1
2564,coupon_site,2023-05-22,488.77,1
2565,coupon_site,2023-01-29,305.33,1
2566,coupon_site,2023-05-19,360.1,1
2567,organic,2023-01-04,242.43,5
2568,instagram,2023-06-22,1162.24,10
2569,organic,2023-04-03,253.61,1
2570,instagram,2023-02-06,1253.66,12
2571,coupon_site,2023-02-26,432.97,7
2572,referral,2023-02-23,301.52,2
2573,instagram,2023-05-31,922.96,1
2574,coupon_site,2023-04-19,355.05,7
2575,instagram,2023-03-03,984.9,9
2576,referral,2023-05-25,376.38,1
2577,organic,2023-02-18,241.8,12
2578,coupon_site,2023-03-29,430.08,1
2579,organic,2023-04-17,240.62,1
2580,instagram,2023-04-14,1245.94,1
2581,instagram,2023-02-23,1239.77,2
2582,instagram,2023-02-06,1369.68,9
2583,google,2023-05-11,1125.95,11
2584,organic,2023-02-28,239.21,12
2585,referral,2023-04-17,264.54,5
2586,instagram,2023-02-13,1060.61,12
2587,instagram,2023-01-09,1282.08,3
2588,organic,2023-06-22,191.87,12
2589,instagram,2023-04-30,1286.18,12
2590,coupon_site,2023-03-26,500.38,2
2591,instagram,2023-03-18,1555.32,6
2592,instagram,2023-04-13,867.05,2
2593,google,2023-04-09,807.95,8
2594,referral,2023-03-19,301.8,1
2595,referral,2023-03-25,332.37,6
2596,google,2023-02-05,931.17,12
2597,google,2023-06-01,1040.47,2
2598,organic,2023-04-16,228.86,1
2599,organic,2023-05-27,225.12,3
2600,referral,2023-01-29,349.57,5
2601,instagram,2023-04-15,1245.58,8
2602,organic,2023-01-09,236.17,5
2603,coupon_site,2023-06-03,399.56,2
2604,google,2023-02-03,1011.12,1
2605,referral,2023-01-18,298.43,1
2606,organic,2023-06-23,147.16,12
2607,referral,2023-05-21,277.07,10
2608,instagram,2023-04-07,1350.8,8
2609,instagram,2023-01-13,840.55,8
2610,referral,2023-01-29,378.9,3
2611,organic,2023-05-09,220.64,7
2612,instagram,2023-05-10,1030.63,4
2613,organic,2023-05-01,180.48,1
2614,instagram,2023-06-16,1511.31,12
2615,google,2023-03-06,696.07,10
2616,google,2023-04-07,767.28,3
2617,instagram,2023-01-17,1045.67,11
2618,instagram,2023-01-29,881.94,1
2619,coupon_site,2023-02-25,329.66,1
2620,organic,2023-05-31,158.37,12
2621,organic,2023-04-24,241.07,12
2622,coupon_site,2023-04-02,491.7,1
2623,instagram,2023-05-03,1106.34,12
2624,google,2023-05-18,1049.91,3
2625,coupon_site,2023-01-02,509.28,3
2626,organic,2023-01-14,206.45,9
2627,instagram,2023-04-21,1257.63,5
2628,referral,2023-01-26,356.79,7
2629,referral,2023-05-07,401.2,1
2630,google,2023-03-17,742.37,1
2631,organic,2023-06-09,241.09,6
2632,organic,2023-06-16,204.6,12
2633,organic,2023-05-30,149.49,4
2634,referral,2023-02-23,407.18,2
2635,google,2023-01-28,886.19,12
2636,referral,2023-03-31,386.33,2
2637,coupon_site,2023-02-17,516.58,4
2638,organic,2023-06-15,176.41,5
2639,referral,2023-06-07,335.11,1
2640,organic,2023-06-26,165.27,12
2641,coupon_site,2023-01-30,378.36,1
2642,organic,2023-05-21,185.22,1
2643,referral,2023-04-10,342.77,12
2644,organic,2023-05-04,210.64,5
2645,coupon_site,2023-03-18,423.2,1
2646,referral,2023-06-18,363.51,8
2647,coupon_site,2023-01-27,289.76,1
2648,referral,2023-05-01,437.6,12
2649,coupon_site,2023-03-09,452.12,4
2650,google,2023-05-15,803.74,1
2651,instagram,2023-02-16,1454.94,11
2652,instagram,2023-05-21,1092.29,12
2653,coupon_site,2023-01-21,290.83,1
2654,instagram,2023-03-29,1210.69,10
